<<<<<<< HEAD
编号,名称,主,副,组别,魔力值,精力,物攻,防御,魔攻,魔抗,速度,总和,简介
2043,海胆狮狮,水,无,未发现组,0,107,106,100,105,102,100,620,戴上了千辛万苦做出的头套，它心满意足的笑了。
2044,国产小龙虾,水,无,未发现组,0,88,86,82,85,80,79,500,一副不好惹的样子，却不能避免自己被当作美味的食材。
2045,龙虾悟空,水,武,未发现组,0,108,106,102,105,100,99,620,自从去巨蟹宫求了一根棒子，就再也不会任人欺负了。
2046,尖角幼蟹,水,无,未发现组,0,135,68,87,56,93,56,495,螃蟹才露尖尖角，早有巨钳在上头。
2047,腥红巨螯,水,无,未发现组,0,155,88,107,76,113,76,615,看起来张牙舞爪非常可怕，其实动作非常笨拙。
2048,赤姬,水,无,未发现组,0,175,108,147,96,148,96,770,恩怨情仇随风飘散，执手相和，从此看潮起潮落、天涯月明。
2049,南圣兽雀羽,冰,火,未发现组,0,119,109,118,142,132,130,750,烈焰与寒冰的完美结合，但是性格却因“冰火不容”而非常善变。
2050,禁魂收割者,神草,无,未发现组,0,162,133,122,129,125,134,805,象征着终结，一切生灵都会在它面前瑟瑟发抖。
2051,数码蝶,机械,无,未发现组,0,114,107,103,96,105,75,600,不知道是何人发明的高科技产品，轻便灵活却威力十足。
2052,觉醒迪莫,光,无,未发现组,0,135,140,115,150,115,120,775,站在深渊的边缘却被艾米舍身拉了回来，以圣光的意志驾驭了暗黑改造的力量。
2053,未知,无,无,未发现组,0,100,100,100,100,100,100,600,未知。
2054,铁臂,机械,水,未发现组,0,100,103,98,98,89,97,585,勇于创新的开拓者，不知为何踏出了海洋，并召集了其他机械系精灵。
2055,无义,机械,无,未发现组,0,108,105,102,103,102,85,605,无论接到什么命令，都会忠实的执行，喜欢脚踏实地的行动派。
2056,追魂,机械,翼,未发现组,0,105,108,103,93,94,107,610,没有谁能逃脱它的监控，它就如同死亡的阴影一般。
2057,泳装雨蝶,水,无,未发现组,0,65,75,68,85,73,70,436,喜欢下雨天，是因为有可能在那里遇到借伞给我的你。
2058,泳装玛雅,石,无,未发现组,0,120,80,80,80,125,70,555,夏日的海滩上充满了美女的身影，泳装玛雅就在一旁悄悄地看也不说话。
2059,泳装玄武,土,恶魔,未发现组,0,150,80,100,80,100,50,560,是时候享受一番日光浴与鲜榨果汁了，听说这两样东西都对减脂大有帮助。
2060,柴可司机,萌,无,未发现组,0,121,112,108,129,124,106,700,降生的一刻就背负了死亡的命运，时刻保持着向死而生的心态。
2061,暴走瓦斯,恶魔,火,未发现组,0,135,115,115,115,115,160,755,在夏日的骑马战当中，它是最受欢迎的坐骑。
2062,独眼,武,无,未发现组,0,92,96,72,72,85,88,505,暗黑圣母黑化改造的实验品，虽然失去了一只眼睛却得到了全新的的力量。
2063,密林猎手,武,无,未发现组,0,112,116,92,92,105,108,625,在天界与王国中不断狩猎，从猎物身上收集有价值的战利品。
2064,狂兽瑞恩,武,无,未发现组,0,142,151,122,112,130,128,785,狂野而狡诈的猎手，在不断寻找着能让自己满意的猎物。
2065,溜溜蛋蛋,普通,无,未发现组,0,45,53,39,44,44,42,267,蝴蝶结蛋蛋找到了新的娱乐项目，这让它的气场上升了三个档次。
2066,冷月,机械,无,未发现组,0,105,112,110,103,102,68,600,虽然号称装备了最先进的导弹瞄准系统，但基本上只能打哪指哪。
2067,自恋猪,萌,无,未发现组,0,82,80,75,83,82,78,480,觉得自己是王国中最帅的————猪。
2068,企鹅终结者,机械,无,未发现组,0,126,140,122,106,118,138,750,企鹅世界中的大哥大，驾驶着价值千万的坐骑，想去哪就去哪。
2069,智能宝宝,机械,无,未发现组,0,76,71,62,58,65,88,420,为了逃避那个被暗影笼罩的未来，穿越时空而来到现在。
2070,机械萝莉,机械,无,未发现组,0,96,91,82,78,85,108,540,装备了从钛晶战舰上搜集的零件，多少对提升自神的性能有所帮助。
2071,合金先锋,机械,无,未发现组,0,116,111,102,98,105,128,660,不断学习、不断进化，才能让自己变得更强。
2072,机甲女王,机械,无,未发现组,0,140,133,126,129,131,116,775,机械科技的巅峰之作，装备了最先进的仪器和设备。
2073,愤怒宝宝,火,无,未发现组,0,107,122,100,92,111,128,660,忍无可忍，无需再忍。然而她只记住了后半句。
2074,忧郁宝宝,幽灵,无,未发现组,0,102,84,88,102,101,98,575,美丽和孤僻的精灵，经常为莫须有的事情而烦躁。
2075,希望宝宝,光,无,未发现组,0,103,110,94,130,105,118,660,希望只有被扭曲的时候，才会显得格外清晰。
2076,摇摇粉,普通,无,未发现组,0,80,75,78,79,75,83,470,观众朋友们，请跟着我的节奏摇起来！
2077,棒棒粉,武,无,未发现组,0,80,90,85,80,80,85,500,跟我一起摇摆，灯火诠释精彩。
2078,扭扭粉,草,无,未发现组,0,84,83,78,83,86,81,495,爸爸说过，喜欢扭屁股的都是好人~
2079,跳跳粉,普通,无,未发现组,0,84,82,80,80,82,82,490,跳起来，摆脱地心引力想飞天。
2080,超威狮鹫,普通,翼,未发现组,0,135,130,120,130,125,150,790,被驯服后成为了王国的守护者，现在为了自己的荣耀而战。
2081,寄居蟹,水,无,未发现组,0,115,93,126,92,116,83,625,一加一大于二，论团结的力量。
2082,抱井考拉,土,石,未发现组,0,78,65,72,70,74,56,415,一只有梦想的考拉，牵着它的蜗牛坐骑出发了，它们要一步一个脚印环游世界。
2083,影子射手,武,无,未发现组,0,68,69,65,58,58,67,385,虽然是足球小将，但是它的拳法远比脚法厉害。
2084,维多多,电,无,未发现组,0,65,70,61,60,64,75,395,一副傻乎乎的样子，记忆力却出奇的好。
2085,沙漠强盗,土,无,未发现组,0,113,106,126,105,125,110,685,荒无人烟的沙漠里哪有人给它抢？它抢的不是财富而是寂寞。
2086,炼狱修罗,普通,无,未发现组,0,132,129,118,108,115,113,715,追求剑道而不择手段的家伙，自身的道德感很薄弱。
2087,飞天方方,机械,无,未发现组,0,131,120,123,101,120,90,685,有一天它挂着气球就起飞了，怎么办它好慌，难道它是泡沫塑料做的么？
2088,绯雪,幽灵,冰,未发现组,0,140,98,120,122,125,135,740,挣脱了桎梏，不畏惧世俗，漫漫冰雪中，等候千年只为你。
2089,灾炎,龙,恶魔,未发现组,0,143,120,118,140,129,130,780,凡人总是沉浸于互相掠夺的漩涡不能自拔，而我将赐予它们平等的灾难与死亡。
2090,星灵小狐,石,无,未发现组,0,112,53,88,81,95,76,505,沾染了神力的小狐狸，拥有着奇妙的治愈能力。
2091,星灵童子,石,无,未发现组,0,132,73,108,101,115,96,625,在天界战争中作为神的使者支持大天使一方，因此遭到了暗黑圣母的忌恨。
2092,星灵神御,石,无,未发现组,0,162,93,133,136,135,116,775,在王国灭种的危机前，饮下了注入神力的灵泉，使得巫女一族得以存续。
2093,美杜莎,恶魔,无,未发现组,0,128,98,104,138,123,134,725,因为美丽而受到了神的诅咒，现在它要将诅咒散布给世人。
2094,4399战神喵,萌,草,未发现组,0,132,125,124,143,127,129,780,尽管如此，它还在日复一日的锻炼自己，最终成为了兴趣使然的英雄。
2095,赛跑龟,草,无,未发现组,0,66,61,68,55,63,62,375,龟兔赛跑的双方为了实现共赢，决定合二为一。
2096,体操猪,萌,无,未发现组,0,71,64,66,55,65,44,365,一只特立独行的猪，即使遭受全场冷眼也能怡然自得。
2097,跳水猴,水,无,未发现组,0,74,68,70,65,70,68,415,外面烈日炎炎，跳水猴决定在水里多泡一会，谁知泳池的水也快被烧开了。
2098,羽毛鸡,翼,无,未发现组,0,75,75,67,71,72,75,435,以王国的羽毛球冠军而自居，然而它擅长的不是技巧而是蛮力。
2099,田径兔,草,无,未发现组,0,108,97,90,73,96,116,580,跨越荆棘障碍如同儿戏，有本事你就追上来啊~
2100,黑迪,恶魔,无,未发现组,0,90,110,105,110,105,130,650,身娇腰柔的小萝莉，人见人爱花见花开。
2101,哀怨人鱼,水,无,未发现组,0,110,104,107,123,113,108,665,被暗黑圣母的谎言所蒙蔽，一直以为自己是无法行走的植物。
2102,热血阿布,龙,无,未发现组,0,130,145,120,140,115,130,780,在多年的锻炼之后复出，发现王国已经迎来了翻天覆地的变化。
2103,未知,无,无,未发现组,0,100,100,100,100,100,100,600,未知。
2104,星辰剑客,普通,无,未发现组,0,136,133,117,110,129,125,750,某个失业策划的遗作，被龙王当作了自己在凡间的化身，成为了一名文艺范的剑客。
2105,吉祥物萨沙,萌,无,未发现组,0,75,73,70,71,73,68,430,它是运动会的吉祥物，但是从头到尾都没有出现过……
2106,九天龙尊,龙,无,未发现组,0,150,139,133,121,137,135,815,本来是神创造出来看守暗黑圣母的神龙，却在暗黑圣母的引诱下堕落为毁灭使者。
2107,紫灵宝儿,冰,无,未发现组,0,150,50,124,122,123,97,666,重帏深下莫愁堂，卧后清宵细细长。
2108,狗头策划小北,普通,无,未发现组,0,100,1,100,1,100,1,303,我是策划一条狗，坐在楼层大门口。早起填表与提单，夜半寂寞低声吼。
2109,文艺委员酥酥,萌,无,未发现组,0,105,102,100,107,108,98,620,东市收电脑，西市收手机。南市收跑车，北市收豪宅。
2110,热血班长德玛,草,无,未发现组,0,108,103,95,96,101,97,600,发现读书拯救不了小洛克，于是他丢掉铅笔拿起了铁棒。
2111,学习委员艾迪,水,无,未发现组,0,110,97,96,113,107,102,625,曲罢曾教善才服，妆成每被秋娘妒。
2112,美男子国柱,电,无,未发现组,0,100,92,88,120,105,95,600,浑身放电的男子，善于治愈那些沉迷偶像剧的少女。
2113,科学狂人,机械,无,未发现组,0,80,65,71,80,82,72,450,当它为一个项目申请科研经费的时候，往往已经有了99%的把握。
2114,牛笨笨,草,无,未发现组,0,70,72,73,90,90,70,465,大智若愚，大勇若怯。
2115,未知,无,无,未发现组,0,100,100,100,100,100,100,600,未知。
2116,艾迪逊,电,无,未发现组,0,80,75,72,86,81,76,470,成功等于99%的汗水和1%的天才，然而那1%要重要的多。
2117,特瑞拉,电,无,未发现组,0,93,81,82,116,107,86,565,传奇的科学家，为交流电的商业化做出了巨大贡献。
2118,薛定谔的猫,恶魔,幽灵,未发现组,0,150,1,140,1,140,1,433,"To be,or not to be,that is the question."
2119,腰腰羚,草,无,未发现组,0,84,76,81,75,74,80,470,难以想象它是如何靠吃青草长到这么胖的，现在已经连腰都看不到了吧？
2120,阡陌蓝莲,冰,水,未发现组,0,125,90,105,125,120,100,665,如果来生太远寄不到诺言，不如学着放下许多执念。
2121,碧瞳妞妞,草,无,未发现组,0,97,93,79,71,87,103,530,晚上总是激动的睡不着，等着它的小伙伴来接它。
2122,异域祭司,草,无,未发现组,0,117,113,99,91,107,123,650,世间安得双全法，不负君王不负卿。
2123,猎星豹姬,草,无,未发现组,0,137,133,119,111,127,143,770,如果你把它当作女人的话，那你自己就太不男人了。
2124,学院迪莫,光,无,未发现组,0,105,135,101,150,107,107,705,这一次，带着梦想回来，这一次，带着光明回来，这一次带着无限的荣耀回来。
2125,冰域之心,冰,无,未发现组,0,140,135,125,100,120,130,750,来自冰山下的水域，帅气的小正太，从小就爱打扮自己。
2126,弗依依,恶魔,萌,未发现组,0,82,65,66,87,86,74,460,当它热衷于凝视人类内心深渊的时候，发现深渊也在凝视着它。
2127,绿蟾统领,水,毒,未发现组,0,128,121,117,115,110,109,700,从小就被当作扶不上墙的烂泥，而现在它索性就躺在烂泥中怡然自得。
2128,暗影冰龙王,冰,幽灵,未发现组,0,144,135,125,118,138,140,800,它只是个散布寒冷与恐惧的赝品，但是谁说赝品就比不上原型？
2129,无头骑士,恶魔,无,未发现组,0,95,93,92,76,85,89,530,谁能杀我？谁能杀我？谁！！！
2130,木乃伊,恶魔,毒,未发现组,0,91,54,82,77,84,52,440,木乃伊的离去，是法老的诅咒，还是朋友们的不挽留？
2131,食尸鬼,恶魔,无,未发现组,0,81,91,82,76,88,92,510,它来了，它看到了，它吃掉了。
2132,花村贞子,幽灵,无,未发现组,0,91,63,65,82,80,79,460,幽怨的精灵，听说经常出现在电视机里。
2133,楼兰公主,萌,无,未发现组,0,132,97,108,126,122,110,695,弦弦掩抑声声思，似诉平生不得志。
2134,暴力兔,草,无,未发现组,0,124,122,110,111,115,118,700,暴力兔，白又白，两颗门牙吐出来，噗哧一笑好可爱。
2135,黑化木木,恶魔,无,未发现组,0,120,128,117,100,122,113,700,被咒缚所驱使的巨型战士，身上的枝叶也因咒缚的原因而腐败灰化。
2136,黑化加尔,幽灵,无,未发现组,0,124,116,112,116,117,115,700,自己选择的路，说什么也要走下去。
2137,黑化化蝶,虫,翼,未发现组,0,130,116,120,124,122,138,750,世界上总有一种毒蛾，生性喜欢痛苦而非快乐。
2138,诅咒海豚,水,无,未发现组,0,128,127,120,110,118,112,715,因为太过可爱从小就受到海豚同伴的排挤，觉得人心冷漠只有船锚才能带来温暖。
2139,密林魅影,武,无,未发现组,0,128,122,117,96,114,123,700,据说是瑞恩的女儿，由此可见瑞恩的老婆还是很漂亮的。
2140,异域法老,恶魔,武,未发现组,0,80,100,81,100,86,110,557,弱水三千，只取一瓢。
2141,神魔鬼,恶魔,无,未发现组,0,138,133,129,122,126,127,775,组成脚和腿，组成躯干……咦，没人组成头部？
2142,天仙,普通,无,未发现组,0,128,120,116,115,111,110,700,我欲乘风归去，又恐琼楼玉宇，高处不胜寒。
2143,电磁掌控者,电,无,未发现组,0,143,106,120,132,130,114,745,特瑞拉的终极发明，可以操纵周边的电磁场。
2144,感恩恶魔叮,恶魔,无,未发现组,0,65,90,65,61,61,100,442,教练，我也想当一次主角！
2145,卤汁猪,土,无,未发现组,0,90,90,85,60,55,60,440,酒肉穿肠过，佛祖心中留。
2146,公明鱼,水,无,未发现组,0,90,80,70,80,85,75,480,相濡以沫，不如相忘于江湖，因为它不会游泳啊~
2147,旋风李,恶魔,无,未发现组,0,92,97,83,51,55,62,440,虽然和那个使用大剑的棕熊姓氏一样，但是它却不擅长使用旋风斩。
2148,赤砂之尾,毒,无,未发现组,0,91,88,87,66,83,81,496,灭世者实验型，负责组成双脚。
2149,路霸天蝎,毒,无,未发现组,0,106,108,107,86,103,101,611,灭世者进化型，负责组成双臂。
2150,灭世之尾,毒,无,未发现组,0,155,143,130,82,132,121,763,灭世者完成体，这才是真正的合体，号称可以捅破苍天。
2151,感恩天使,龙,无,未发现组,0,90,89,87,81,85,83,515,看起来是个清纯活泼的小妖精，但其实它也是龙。
2152,妖葫小仙,幽灵,无,未发现组,0,145,105,125,135,130,110,750,今朝有酒今朝醉，明日愁来明日愁。
2153,厨娘妲己,萌,无,未发现组,0,127,132,110,104,116,136,725,从无用的灯笼和绊脚的服饰中解脱出来，妲己会在赤手空拳时发挥自身的最强实力。
2154,银月枪神,机械,无,未发现组,0,145,138,131,134,136,121,805,为了躲开敌人的视线，机甲女王曾不得不简装穿梭于月夜下。
2155,天国喷壶,水,无,未发现组,0,100,100,100,100,100,100,600,某东方大国的神秘生物，一秒五喷，传说集齐六只就能横扫王国与天界。
2156,奇美拉,普通,无,未发现组,0,142,136,122,118,111,101,730,常常为了哪张嘴先吃饭而争论，但是在战斗中却同仇敌忾。
2157,哥特蛋蛋,恶魔,无,未发现组,0,135,118,119,114,119,120,725,近朱者赤近墨者黑，蛋蛋现在学坏了。
2158,潇洒猪,普通,无,未发现组,0,72,73,70,71,74,75,435,想不想红尘作伴，活得潇潇洒洒。
